"Demographics","Subgroup","Total Cases","Year","Democratic Candidate","Republican Candidate","Both Candidates","Net Pro Dem. - Pro Rep."
"gender and education","Non-college women","883","2012","59.2","46.2","52.8","56.6"
"gender and education","Non-college women","1374","2016","42.3","37.9","40","52"
"gender and education","Non-college women","2421","2020","47.9","43.3","45.4","52.3"
"gender and education","Non-college women","1623","2024","44.9","44.4","44.6","50.2"
"gender and education","College grad+ women","81","1968","63.2","66.1","64.7","48.5"
"gender and education","College grad+ women","167","1972","49.2","64.7","57","42.3"
"gender and education","College grad+ women","164","1976","54.6","63","58.6","45.9"
"gender and education","College grad+ women","115","1980","52.5","52.2","52.3","50.1"
"gender and education","College grad+ women","175","1984","57.4","58.2","57.8","49.6"
"gender and education","College grad+ women","175","1988","58.8","60.8","59.8","49"
"gender and education","College grad+ women","248","1992","54.3","49.9","52.1","52.2"
"gender and education","College grad+ women","216","1996","59.5","52.6","56","53.5"
"gender and education","College grad+ women","271","2000","60","56.4","58.1","51.8"
"gender and education","College grad+ women","181","2004","54.2","49.4","51.8","52.4"
"gender and education","College grad+ women","276","2008","59.3","52.4","55.8","53.6"
"gender and education","College grad+ women","274","2012","55.6","49.1","52.3","53.2"
"gender and education","College grad+ women","830","2016","50.7","25.4","38","62.6"
"gender and education","College grad+ women","1889","2020","55.8","30.3","42.8","62.7"
"gender and education","College grad+ women","1281","2024","60.4","25","42.6","67.6"
"gender and race","White men","517","1968","55.7","66.5","61.1","44.6"
"gender and race","White men","1027","1972","44","67.7","55.7","38.3"
"gender and race","White men","821","1976","59.8","61.3","60.4","49.3"
"gender and race","White men","558","1980","51.5","58.6","55","46.4"
"gender and race","White men","802","1984","52.4","64.9","58.6","43.7"
"gender and race","White men","687","1988","51.4","63.8","57.6","43.8"
"gender and race","White men","901","1992","51","54","52.5","48.5"
"gender and race","White men","603","1996","50.6","55.2","52.8","47.6"
"gender and race","White men","599","2000","52.2","58.8","55.5","46.6"
"gender and race","White men","386","2004","46.8","59.4","53","43.8"
"gender and race","White men","502","2008","50.3","55.6","52.9","47.3"
"gender and race","White men","417","2012","48.7","53.8","51.2","47.4"
"gender and race","White men","1419","2016","31.7","46.7","39.1","42.5"
"gender and race","White men","2740","2020","38.7","50.7","44.6","44.1"
"gender and race","White men","1846","2024","36.7","48.2","42.4","44.3"
"gender and race","Black men","49","1968","82.5","57","70.1","63.2"
"gender and race","Black men","100","1972","77.3","49.2","63","64.4"
"gender and race","Black men","67","1976","78","44.7","60.7","66.8"
"gender and race","Black men","63","1980","74.1","39.8","57.1","67.4"
"gender and race","Black men","83","1984","74.7","38.8","56.1","67.9"
"gender and race","Black men","78","1988","69.5","50.6","59.5","59.6"
"gender and race","Black men","120","1992","68.9","39.9","54.4","64.6"
"gender and race","Black men","73","1996","79.8","47.9","63.6","65.7"
"gender and race","Black men","77","2000","66.5","47.9","57","59.5"
"gender and race","Black men","85","2004","65.5","47.7","56.6","59"
"gender and race","Black men","226","2008","82.4","38.2","60.4","72.3"
"gender and race","Black men","195","2012","86.9","35.1","61.1","75.9"
"gender and race","Black men","157","2016","70.1","13.8","41.7","78.3"
"gender and race","Black men","246","2020","73.5","17.2","45.2","78"
"gender and race","Black men","204","2024","72.5","26.1","49.2","73.1"
"gender and race","Hispanic men","5","1968","NA","NA","NA","NA"
"gender and race","Hispanic men","19","1972","NA","NA","NA","NA"
"gender and race","Hispanic men","19","1976","NA","NA","NA","NA"
"gender and race","Hispanic men","33","1980","55.7","61.5","58.7","47"
"gender and race","Hispanic men","66","1984","62.6","61","62","50.7"
"gender and race","Hispanic men","70","1988","65.9","57.1","61.6","54.4"
"gender and race","Hispanic men","95","1992","66","51.3","58.7","57.4"
"gender and race","Hispanic men","62","1996","73.1","49.9","61.6","61.6"
"gender and race","Hispanic men","61","2000","62.3","55.9","59.1","53.3"
"gender and race","Hispanic men","59","2004","53.6","57.1","55.4","48.1"
"gender and race","Hispanic men","217","2008","65.6","51.9","58.8","57"
"gender and race","Hispanic men","204","2012","67","44.5","56.1","61.6"
"gender and race","Hispanic men","228","2016","55.6","25.1","40.3","65.2"
"gender and race","Hispanic men","347","2020","51.5","37.3","44.3","57.2"
"gender and race","Hispanic men","252","2024","49","41.2","44.8","54.2"
"gender and race","Other men","3","1968","NA","NA","NA","NA"
"gender and race","Other men","5","1972","NA","NA","NA","NA"
"gender and race","Other men","4","1976","NA","NA","NA","NA"
"gender and race","Other men","9","1980","NA","NA","NA","NA"
"gender and race","Other men","21","1984","NA","NA","NA","NA"
"gender and race","Other men","18","1988","NA","NA","NA","NA"
"gender and race","Other men","29","1992","NA","NA","NA","NA"
"gender and race","Other men","23","1996","NA","NA","NA","NA"
"gender and race","Other men","42","2000","52.9","56.2","54.3","48.1"
"gender and race","Other men","24","2004","49.5","61.9","55.7","43.8"
"gender and race","Other men","38","2008","63.1","47.6","55.3","57.8"
"gender and race","Other men","66","2012","64.7","43.2","53.6","60.4"
"gender and race","Other men","168","2016","38","35.9","37","51"
"gender and race","Other men","352","2020","51.8","37.7","44.6","56.9"
"gender and race","Other men","211","2024","40.7","48.8","44.8","46"
"gender and race","White women","649","1968","61.5","68.7","65.1","46.4"
"gender and race","White women","1297","1972","47.3","68.1","57.6","39.6"
"gender and race","White women","1073","1976","61.5","63.6","62.6","49"
"gender and race","White women","746","1980","55.9","56.9","56.2","49.4"
"gender and race","White women","981","1984","55.8","64.1","59.9","46"
"gender and race","White women","820","1988","54.6","62.8","58.7","45.8"
"gender and race","White women","981","1992","55.3","53.8","54.4","50.8"
"gender and race","White women","717","1996","58.5","51","54.9","53.9"
"gender and race","White women","738","2000","56.8","57.5","57","49.6"
"gender and race","White women","461","2004","51.2","58","54.5","46.7"
"gender and race","White women","630","2008","53.2","54.3","53.7","49.5"
"gender and race","White women","501","2012","49.9","53.1","51.5","48.4"
"gender and race","White women","1586","2016","37","40.8","38.8","48"
"gender and race","White women","3138","2020","43.5","47.2","45.2","48.2"
"gender and race","White women","2077","2024","44.3","43","43.6","50.6"
"gender and race","Black women","81","1968","88","53.6","70.8","67.2"
"gender and race","Black women","157","1972","76.9","49.5","63.2","63.6"
"gender and race","Black women","143","1976","83.2","48.1","65.4","67.7"
"gender and race","Black women","99","1980","78.7","42.8","60.8","68.1"
"gender and race","Black women","154","1984","78.4","37.9","57.7","70.7"
"gender and race","Black women","169","1988","69.1","43.7","56.3","62.7"
"gender and race","Black women","184","1992","69.2","40.6","54.3","64.9"
"gender and race","Black women","116","1996","81.9","47.1","64.6","67.5"
"gender and race","Black women","120","2000","72.5","49.8","61","61.1"
"gender and race","Black women","90","2004","69.7","32.9","50.8","68.9"
"gender and race","Black women","331","2008","86","35.9","61.2","75"
"gender and race","Black women","318","2012","91.2","24.7","58","83.2"
"gender and race","Black women","233","2016","75.1","13.6","44.3","80.5"
"gender and race","Black women","456","2020","76.5","13.6","44.9","81.4"
"gender and race","Black women","300","2024","75.1","17.5","46.3","78.8"
"gender and race","Hispanic women","7","1968","NA","NA","NA","NA"
"gender and race","Hispanic women","20","1972","NA","NA","NA","NA"
"gender and race","Hispanic women","23","1976","NA","NA","NA","NA"
"gender and race","Hispanic women","30","1980","63","59.7","61.3","51.7"
"gender and race","Hispanic women","81","1984","67.7","55.9","61.6","56.1"
"gender and race","Hispanic women","91","1988","71","60.7","65.5","55.2"
"gender and race","Hispanic women","121","1992","61.1","60","60.3","50.9"
"gender and race","Hispanic women","85","1996","69.2","47.7","58.8","61.2"
"gender and race","Hispanic women","77","2000","60.6","53.7","57.1","53.4"
"gender and race","Hispanic women","53","2004","61.6","58.9","59.6","51.9"
"gender and race","Hispanic women","300","2008","67.7","47.5","57.5","60"
"gender and race","Hispanic women","269","2012","72.4","35.7","54.1","68.5"
"gender and race","Hispanic women","215","2016","59.7","16.9","38.3","71.4"
"gender and race","Hispanic women","399","2020","59.5","25","42","67.1"
"gender and race","Hispanic women","323","2024","56","32.9","44.3","61.6"
"gender and race","Other women","14","1972","NA","NA","NA","NA"
"gender and race","Other women","9","1976","NA","NA","NA","NA"
"gender and race","Other women","7","1980","NA","NA","NA","NA"
"gender and race","Other women","22","1984","NA","NA","NA","NA"
"gender and race","Other women","37","1988","NA","NA","NA","NA"
"gender and race","Other women","23","1992","NA","NA","NA","NA"
"gender and race","Other women","17","1996","NA","NA","NA","NA"
"gender and race","Other women","58","2000","61.8","57.8","59.9","52.1"
"gender and race","Other women","29","2004","53.2","54.1","53.6","49.5"
"gender and race","Other women","38","2008","66","45.5","55.8","60.3"
"gender and race","Other women","75","2012","64.4","41.6","53","61.4"
"gender and race","Other women","172","2016","51.3","26.6","38.9","62.3"
"gender and race","Other women","355","2020","54.4","30.9","42.4","61.4"
"gender and race","Other women","203","2024","52.6","31.9","42.1","60.3"
"gender and age","18-29 men","110","1968","53.4","66.2","59.8","43.6"
"gender and age","18-29 men","339","1972","49.1","61.3","55.2","43.9"
"gender and age","18-29 men","243","1976","58.7","56.6","57.5","51.2"
"gender and age","18-29 men","183","1980","53.9","53.3","53.5","50.2"
"gender and age","18-29 men","237","1984","53.1","60","56.5","46.6"
"gender and age","18-29 men","194","1988","56.5","62.1","59.4","47.1"
"gender and age","18-29 men","241","1992","52.8","52.9","52.8","50"
"gender and age","18-29 men","110","1996","58.3","52.6","55.4","52.8"
"gender and age","18-29 men","114","2000","58.3","54.9","56.6","51.7"
"gender and age","18-29 men","117","2004","55.7","44.7","50.1","55.5"
"gender and age","18-29 men","177","2008","63.3","49","56.2","57.2"
"gender and age","18-29 men","209","2012","57.7","50.9","54.3","53.4"
"gender and age","18-29 men","323","2016","35.8","37","36.3","49.3"
"gender and age","18-29 men","456","2020","45.8","35","40.2","55.6"
"gender and age","18-29 men","241","2024","43.2","43.8","43.4","49.6"
"gender and age","30-44 men","165","1968","58.8","64","61.4","47.5"
"gender and age","30-44 men","309","1972","45","66.1","55.5","39.5"
"gender and age","30-44 men","240","1976","61.5","60.2","60.8","50.6"
"gender and age","30-44 men","190","1980","49.6","58","53.8","45.8"
"gender and age","30-44 men","322","1984","53.3","65.2","59.3","44"
"gender and age","30-44 men","322","1988","51.3","61.3","56.2","45"
"gender and age","30-44 men","426","1992","53.3","52.1","52.6","50.6"
"gender and age","30-44 men","282","1996","52.3","52.9","52.5","49.7"
"gender and age","30-44 men","286","2000","51.5","58.1","54.7","46.7"
"gender and age","30-44 men","146","2004","47.6","59.5","53.6","44"
"gender and age","30-44 men","275","2008","57.4","51","54.3","53.3"
"gender and age","30-44 men","250","2012","58.7","46.8","52.8","56"
"gender and age","30-44 men","452","2016","44","33.3","38.6","55.3"
"gender and age","30-44 men","898","2020","45","41.2","43","51.9"
"gender and age","30-44 men","603","2024","40.9","45","42.9","47.9"
"gender and age","45-59 men","165","1968","57.8","67.2","62.5","45.3"
"gender and age","45-59 men","275","1972","44.9","68.5","56.7","38.2"
"gender and age","45-59 men","214","1976","61.7","60.5","60.8","50.6"
"gender and age","45-59 men","142","1980","52.5","59.9","56.1","46.3"
"gender and age","45-59 men","195","1984","57.3","62.7","59.8","47.2"
"gender and age","45-59 men","159","1988","57.5","61.7","59.6","47.9"
"gender and age","45-59 men","249","1992","54","53.8","53.9","50.2"
"gender and age","45-59 men","192","1996","56.9","55.4","55.7","50.3"
"gender and age","45-59 men","221","2000","52.7","57.8","55.3","47.5"
"gender and age","45-59 men","164","2004","49.7","61","55.3","44.4"
"gender and age","45-59 men","305","2008","55.2","53.2","54.1","51"
"gender and age","45-59 men","214","2012","58","49.3","53.6","54.3"
"gender and age","45-59 men","529","2016","38","42.8","40.3","47.5"
"gender and age","45-59 men","872","2020","41.9","50.4","46.1","45.7"
"gender and age","45-59 men","543","2024","43","43.9","43.2","49.7"
"gender and age","60+ men","132","1968","62.2","65.5","64","48.4"
"gender and age","60+ men","226","1972","49.5","69.2","58.8","40.7"
"gender and age","60+ men","225","1976","65","62.6","63.5","51.5"
"gender and age","60+ men","148","1980","60.8","57","58.9","51.9"
"gender and age","60+ men","217","1984","57.5","61.1","59","48.1"
"gender and age","60+ men","185","1988","56.3","62.7","59.3","46.9"
"gender and age","60+ men","234","1992","57.9","50.9","54.3","53.6"
"gender and age","60+ men","182","1996","57.9","56.2","57","50.6"
"gender and age","60+ men","164","2000","58.1","57.6","57.8","50.2"
"gender and age","60+ men","138","2004","51.2","60.6","55.9","45.4"
